company_id,fiscal_year,years_in_business,total_fixed_assets,current_assets,total_assets,shareholders_equity,total_debt,short_term_debt,long_term_debt,production_value,production_costs,operating_income,financial_income,financial_expenses,net_profit_loss,roe,roi,leverage,current_ratio,quick_ratio,debt_to_assets,profit_margin,financial_health_class,revenue_change,health_numeric,roe_missing,leverage_missing,revenue_change_missing,province_BG,province_BO,province_CA,province_CT,province_FI,province_GE,province_MI,province_MO,province_NP,province_PA,province_PD,province_PG,province_PR,province_RE,province_RM,province_TO,province_TS,province_VE,province_VR,region_Emilia-Romagna,region_Friuli-Venezia Giulia,region_Lazio,region_Liguria,region_Lombardia,region_Piemonte,region_Puglia,region_Sardegna,region_Sicilia,region_Toscana,region_Umbria,region_Veneto,ateco_sector_25,ateco_sector_41,ateco_sector_43,ateco_sector_45,ateco_sector_46,ateco_sector_47,ateco_sector_56,ateco_sector_62,ateco_sector_68,ateco_sector_71,ateco_sector_77,ateco_sector_82,legal_form_SAS,legal_form_SNC,legal_form_SPA,legal_form_SRL,bankruptcy_next_year_True,implied_current_liabilities,implied_inventory,net_profit_margin,operating_margin,wc_to_assets,interest_coverage,roe_sector_relative,equity_multiplier,roce,long_term_debt_to_equity,roa,debt_to_equity,roe_yoy_change,profit_margin_yoy_change,debt_to_equity_yoy_change,roa_yoy_change,profitability_x_leverage,size_x_liquidity,altman_z_score_ersatz,roe_rolling_2yr_avg,roe_volatility,profit_margin_rolling_2yr_avg
COMP_00000,2018,32,242234260.61,950481877.28,1192716137.89,372870210.96,819845926.93,560184200.25,259661726.68,1846635930.22,1611362993.65,235272936.57,4886785.12,20068071.29,215204865.29,0.5772,0.1973,2.1987,1.6967,1.018,0.6874,0.1165,B,4.73,3,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,560194092.701071,380204290.9103097,0.11653887036864995,0.12740623786193225,0.32722604497443586,5.739442713364418,0.0,3.1987434309091176,0.3719600579292467,0.6963863538775823,0.1972581145638009,2.19874343090912,0.0,0.0,0.0,0.0,0.25623907566863857,0.0,1.043623032029866,0.5772,0.0,0.11653887036864995
COMP_00000,2019,33,39836387.09,141122561.11,180958948.2,57007011.29,123951936.92,71353454.66,52598482.25,428915932.68,389603754.96,39312177.72,58246.06,2537224.2,36774953.52,0.6451,0.2172,2.1743,1.9778,1.1867,0.685,0.0857,B,-76.77,3,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,71353266.13243699,56447640.19063704,0.08573930394755583,0.09165473866723767,0.38555316369573506,6.343132458731351,0.0,3.1743279309880275,0.35866915818987266,0.9226668976281825,0.2172436240983842,2.1743279311634622,0.06789999999999996,-0.03079956642109412,-0.0244154997456576,0.019985509534583307,0.18642536337168433,0.0,1.1795677559595499,0.6111500000000001,0.048012550442566505,0.10113908715810288
COMP_00000,2020,34,666225046.97,1367208082.46,2033433129.43,302904566.8,1730528562.63,990400389.04,740128173.59,6956196773.22,6988488857.14,-31776829.38,5327332.51,55844558.38,-88136642.29,-0.291,-0.0159,5.7131,1.3805,0.8283,0.851,-0.0127,D,1521.81,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,990370946.8229288,546883827.2065681,-0.012670234204602846,-0.004568132618435204,0.18532064329192072,-0.3672499843828785,0.0,6.713114796887879,-0.030464942464480588,2.4434368270145126,-0.015627181892579608,5.713114796887883,-0.9360999999999999,-0.09840953815215868,3.5387868657244206,-0.23287080599096383,-0.0723865025143515,0.0,0.17081507170479215,0.17705,0.6619226578687272,0.03653453487147649
COMP_00001,2018,8,83480345.73,132569683.58,216050029.3,65669366.65,150380662.66,75824818.7,74555843.95,411338021.12,391241355.54,20096665.58,640538.94,5860639.22,14236026.36,0.2168,0.093,2.29,1.7484,1.049,0.696,0.0346,B,14.7,3,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,75823385.81366631,53030951.86146404,0.03460906998394606,0.04885681495058569,0.26265350645954955,2.6727725792024812,0.0,3.289966697128131,0.14331560023369203,1.1353215015360418,0.09301857373087569,2.289966697280424,0.0,0.0,0.0,0.0,0.07925361768708401,0.0,0.6221455010633492,0.2168,0.0,0.03460906998394606
COMP_00001,2019,9,307352921.95,619819866.77,927172788.71,197113505.18,730059283.53,333019157.76,397040125.77,1595546728.74,1531041063.81,64505664.94,866498.44,19304798.48,45200866.45,0.2293,0.0696,3.7038,1.8612,1.1167,0.7874,0.0283,C,287.89,2,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,333021455.9147561,247934806.94999182,0.028329390569272143,0.04042856519215827,0.3093257420273019,1.7671349819181508,0.0,4.703750703754774,0.10856773582670695,2.0142715508378233,0.06957243107808239,3.7037507037547788,0.012500000000000011,-0.00627967941467392,1.413784006474355,-0.023446142652793295,0.10492500025788569,0.0,0.6007799129904341,0.22305,0.008838834764831853,0.031469230276609104
COMP_00001,2020,10,40597015.56,118625713.36,159222728.92,65658069.83,93564659.08,64277065.43,29287593.65,182753873.5,166829732.37,15924141.13,552986.6,4590941.95,11333199.19,0.1726,0.1,1.425,1.8455,1.1073,0.5876,0.062,B,-88.55,3,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,64278325.15940116,47450323.910995096,0.06201345543573355,0.08713435630681673,0.3413293351347146,3.4038794747023187,0.0,2.4250290837402395,0.16772069231328646,0.4460623610445777,0.10001173348813058,1.4250290835879507,-0.0567,0.0336840648664614,-2.278721620166828,0.03043930241004819,0.08837097756970559,0.0,0.7396339226724884,0.20095000000000002,0.04009295449327725,0.04517142300250285
COMP_00002,2018,35,39061548.36,25811253.44,64872801.79,30410465.65,34462336.14,20924351.62,13537984.52,49273927.32,44072960.35,5200966.97,12461.9405,978717.47,4222249.5,0.1388,0.0802,1.1332,1.2336,0.7401,0.5312,0.0857,B,14.219999999999999,3,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20923502.364216633,10325769.340243272,0.0856893235357379,0.10555210945990197,0.07534360997086963,3.0183484653324384,0.0,2.133239343870352,0.11834015645192911,0.4451751800123967,0.08017176422926807,1.1332393438703847,0.0,0.0,0.0,0.0,0.09710651278033673,0.0,0.35497915392162815,0.1388,0.0,0.0856893235357379
COMP_00002,2019,36,497230504.8,440828876.21,938059381.01,365985968.76,572073412.25,349792714.5,222280697.75,968434994.02,906052747.63,62382246.38,3221395.42,12480678.32,49901568.06,0.1363,0.0665,1.5631,1.2603,0.7562,0.6098,0.0515,B,1865.41,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,349780628.762494,176324764.739802,0.05152805130766412,0.06441552274050893,0.09706021739207495,2.1809175201708677,0.0,2.563102034179736,0.10604198458922733,0.607347594507818,0.06650138322036026,1.563102034179739,-0.0025000000000000022,-0.034161272228073775,0.4298626903093543,-0.013670381008907814,0.08054360181632775,0.0,0.3359268254976787,0.13755,0.0017677669529663704,0.06860868742170101
COMP_00002,2020,37,515454793.53,403020021.0,918474814.54,358915603.02,559559211.51,309658592.15,249900619.37,1369342505.6,1235536838.95,133805666.65,646346.17,16041854.51,117763812.14,0.3281,0.1457,1.559,1.3015,0.7809,0.6092,0.086,B,41.4,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,309657865.034295,161208194.19471902,0.08600026045959902,0.09771526561309127,0.10164911926568555,4.782538251453804,0.0,2.559027266610131,0.21977979876978768,0.6962656882767897,0.14568245588422998,1.559027266582272,0.1918,0.0344722091519349,-0.004074767597467055,0.07918107266386973,0.1340767509896921,0.0,0.6027310475367815,0.23220000000000002,0.1356230806315798,0.06876415588363158
COMP_00003,2019,1,102692981.84,213249024.69,315942006.53,111890878.01,204051128.52,116017234.02,88033894.5,816221046.65,752422602.43,63798444.22,467838.18,10016290.71,53782153.51,0.4807,0.2019,1.8237,1.8381,1.1028,0.6458,0.0659,B,4.73,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,116015945.09224465,85306640.44227259,0.06589165242765667,0.0781631942497031,0.3077560994996161,6.253182198278365,0.0,2.8236618761876238,0.31911019384465084,0.7867834810638574,0.20193086991090523,1.823661876187633,0.0,0.0,0.0,0.0,0.12016409449132377,0.0,1.0356791901055264,0.4807,0.0,0.06589165242765667
COMP_00003,2020,1,49433635.21,161809901.13,211243536.34,56685904.74,154557631.6,84511996.96,70045634.64,746399107.22,720686381.15,25712726.08,162268.33,3413831.17,22298894.91,0.3934,0.1217,2.7266,1.9146,1.1488,0.7317,0.0299,C,-8.55,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,84513640.76901662,64720630.61455369,0.02987529686772174,0.034449031129965134,0.3659106531741325,3.32726709303388,0.0,3.726561961194805,0.20289392620542088,1.2356799271578278,0.12172077084817787,2.726561961194822,-0.08729999999999999,-0.03601635555993493,0.9029000850071891,-0.08021009906272736,0.08145684801893292,0.0,0.8407713276079459,0.43705000000000005,0.06173042199758561,0.0478834746476892
COMP_00004,2018,52,9141818.36,51098841.31,60240659.66,15091336.24,45149323.42,19382599.82,25766723.6,105655581.45,94914299.47,10741281.98,269490.84,1180541.08,9560740.91,0.6335,0.1783,2.9917,2.6363,1.5818,0.7495,0.0905,C,-7.56,2,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,19382779.625695247,20439160.498075258,0.09048969092583523,0.10166317607255852,0.526489282542897,4.75811426012959,0.0,3.9917379549417555,0.2628937666609533,1.7073851639262325,0.17830618125073538,2.991737954941822,0.0,0.0,0.0,0.0,0.27072144287377586,0.0,1.2201975371789031,0.6335,0.0,0.09048969092583523
COMP_00004,2019,53,99545432.28,295546098.02,395091530.3,119569114.38,275522415.92,176847615.95,98674799.97,1470166900.34,1306517377.34,163649523.0,1498728.13,9092517.58,154557005.42,1.0858799999999915,0.40481499999999976,2.3043,1.6712,1.0027,0.6974,0.1051,B,1291.47,3,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,176846530.14209542,118222082.2465209,0.10512888392757046,0.1113135678419595,0.300435617508109,11.879216611363118,0.0,3.304294192933176,0.7498431711223421,0.8252532477275273,0.41420660897422323,2.3042941929331846,0.45237999999999157,0.014639193001735232,-0.6874437620086375,0.23590042772348785,0.2422478767438474,0.0,1.7274045506246674,0.8596899999999957,0.31988096567316443,0.09780928742670283
COMP_00004,2020,54,93241141.44,456802705.74,550043847.18,144151878.33,405891968.85,254076570.9,151815397.94,1409975899.55,1232104254.01,177871645.53,2353163.71,9302080.53,168569565.0,1.0858799999999915,0.3234,2.8157,1.7979,1.0787,0.7379,0.1188,C,-4.09,2,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,254075561.30176246,182731397.76378882,0.11955492647342385,0.12615225947249764,0.36856542524308145,8.764482137153339,0.0,3.81572445362666,0.6009821119928251,1.053162814794929,0.32337721154763105,2.8157244536266677,0.0,0.01442604254585339,0.5114302606934831,-0.09082939742659218,0.3366337300227578,0.0,1.5094233083988802,1.0858799999999915,0.0,0.11234190520049715
COMP_00005,2018,49,57958630.06,105035158.39,162993788.46,49150836.74,113842951.72,57768929.61,56074022.1,141822233.65,133178513.33,8643720.31,398533.98,2915712.1,5728008.21,0.1165,0.053,2.3162,1.8182,1.0909,0.6984,0.0404,B,10.455,3,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,57768727.654423244,42015253.39178968,0.040388647552512716,0.06094756856905517,0.2899891534650477,1.5185341172913294,0.0,3.316195598504407,0.08214507308264549,1.1408559003099255,0.05303097984081268,2.316195598504427,0.0,0.0,0.0,0.0,0.09354800769067655,0.0,0.5229892176327391,0.1165,0.0,0.040388647552512716
COMP_00005,2019,50,9194261.86,16320525.757,27743469.4535,12141157.43,16549823.3275,8525631.321,6940409.8355,36685774.11,33124553.59,3561220.52,80791.37,505203.767,3182884.28,0.2622,0.1519,0.9306,2.1335,1.2801,0.482,0.0868,A,-74.13,4,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,7649645.234288616,6528214.892587142,0.08676072284739675,0.09707360976823894,0.3125377140463299,4.303635693896741,0.0,2.285076164562814,0.17722960453665146,0.5716431794509256,0.1283624791761797,1.3631174311771228,0.1457,0.04637207529488403,-0.9530781673273041,0.07533149933536704,0.11826505365481377,0.0,0.7986414381369888,0.18935,0.10302545801887995,0.06357468519995474
